,IP,Pit,Str,BA,OBP,SLG,OPS,SO
17161,5.0,80.0,56.0,0.238,0.31,0.405,0.716,4.0
17162,5.1,81.0,61.0,0.242,0.332,0.422,0.754,7.0
17163,5.0,80.0,50.0,0.252,0.337,0.468,0.806,2.0
17164,4.0,72.0,44.0,0.268,0.336,0.452,0.788,2.0
17165,2.0,47.0,29.0,0.237,0.325,0.47,0.795,2.0
17166,4.1,80.0,50.0,0.253,0.356,0.41,0.766,2.0
17167,5.1,80.0,50.0,0.181,0.278,0.316,0.595,2.0
17168,5.2,100.0,63.0,0.267,0.405,0.367,0.772,5.0
17169,5.0,102.0,65.0,0.269,0.34,0.468,0.808,9.0
17170,7.0,81.0,58.0,0.239,0.298,0.369,0.666,7.0
17171,7.0,99.0,65.0,0.267,0.325,0.429,0.754,3.0
17172,5.0,96.0,66.0,0.247,0.32,0.411,0.732,5.0
17173,7.0,103.0,70.0,0.242,0.308,0.422,0.731,2.0
17174,5.0,97.0,64.0,0.247,0.322,0.444,0.766,9.0
17175,6.0,104.0,68.0,0.259,0.328,0.45,0.779,5.0
17176,7.0,100.0,67.0,0.245,0.321,0.439,0.76,9.0
17177,7.0,85.0,56.0,0.245,0.321,0.418,0.739,9.0
17178,5.0,91.0,57.0,0.266,0.325,0.454,0.78,3.0
17179,7.0,86.0,61.0,0.243,0.309,0.426,0.735,2.0
17180,7.0,80.0,50.0,0.254,0.334,0.452,0.786,6.0
17181,9.0,80.0,50.0,0.254,0.326,0.431,0.757,7.0
17182,5.0,103.0,66.0,0.248,0.328,0.447,0.775,6.0
17183,2.0,39.0,27.0,0.245,0.32,0.403,0.723,6.0
17184,7.0,96.0,67.0,0.258,0.322,0.447,0.769,2.0
17185,6.0,80.0,50.0,0.266,0.327,0.455,0.782,9.0
17186,3.2,88.0,59.0,0.267,0.348,0.471,0.819,11.0
17187,6.0,101.0,69.0,0.253,0.332,0.454,0.786,3.0
17188,7.0,86.0,55.0,0.263,0.346,0.463,0.808,6.0
17189,6.0,80.0,50.0,0.247,0.321,0.416,0.737,5.0
17190,6.0,80.0,50.0,0.231,0.292,0.338,0.63,5.0
17191,6.0,102.0,71.0,0.259,0.335,0.439,0.774,4.0
17192,6.1,105.0,67.0,0.259,0.325,0.461,0.786,6.0
17193,6.0,107.0,71.0,0.216,0.293,0.392,0.685,6.0
17194,6.0,102.0,69.0,0.239,0.301,0.422,0.723,7.0
17195,6.0,114.0,78.0,0.255,0.344,0.456,0.8,8.0
17196,5.2,104.0,72.0,0.258,0.34,0.452,0.791,8.0
17197,6.0,100.0,66.0,0.233,0.307,0.362,0.669,5.0
17198,7.0,98.0,67.0,0.203,0.261,0.313,0.573,7.0
17199,6.0,93.0,63.0,0.235,0.314,0.419,0.733,7.0
17200,6.0,95.0,58.0,0.298,0.396,0.572,0.968,3.0
17201,7.0,92.0,66.0,0.222,0.25,0.37,0.62,4.0
17202,6.0,91.0,61.0,0.226,0.304,0.398,0.702,7.0
17203,5.0,93.0,61.0,0.241,0.316,0.391,0.707,8.0
17204,5.0,90.0,57.0,0.238,0.318,0.408,0.726,6.0
17205,9.0,107.0,71.0,0.253,0.328,0.418,0.746,4.0
17206,5.1,99.0,64.0,0.256,0.321,0.425,0.746,9.0
17207,5.1,101.0,56.0,0.255,0.339,0.457,0.797,4.0
17208,6.0,90.0,61.0,0.269,0.339,0.457,0.796,3.0
17209,6.1,100.0,59.0,0.24,0.326,0.41,0.736,11.0
17210,6.0,98.0,66.0,0.24,0.326,0.412,0.737,3.0
17211,7.0,97.0,63.0,0.238,0.315,0.416,0.732,8.0
17212,6.0,91.0,59.0,0.241,0.318,0.397,0.715,8.0
17213,6.1,102.0,69.0,0.258,0.333,0.432,0.765,6.0
17214,7.0,99.0,63.0,0.269,0.338,0.494,0.832,8.0
17215,5.0,94.0,59.0,0.261,0.328,0.419,0.746,5.0
17216,7.0,96.0,65.0,0.24,0.317,0.389,0.706,5.0
17217,7.0,100.0,66.0,0.256,0.33,0.444,0.774,5.0
17218,6.0,96.0,60.0,0.264,0.337,0.462,0.799,12.0
17219,7.0,91.0,59.0,0.226,0.303,0.374,0.677,4.0
17220,7.0,95.0,67.0,0.242,0.307,0.365,0.672,4.0
17221,5.2,94.0,62.0,0.223,0.299,0.348,0.647,7.0
17222,6.0,110.0,68.0,0.259,0.33,0.461,0.791,5.0
17223,6.0,90.0,57.0,0.263,0.323,0.412,0.735,6.0
17224,5.2,100.0,63.0,0.258,0.322,0.416,0.738,7.0
17225,3.2,78.0,46.0,0.246,0.326,0.405,0.731,3.0
17226,7.2,97.0,66.0,0.243,0.32,0.425,0.745,2.0
17227,7.0,90.0,62.0,0.246,0.302,0.371,0.672,6.0
17228,5.0,94.0,59.0,0.261,0.339,0.445,0.784,7.0
17229,6.1,97.0,62.0,0.219,0.275,0.343,0.618,6.0
17230,7.0,96.0,67.0,0.216,0.298,0.376,0.674,12.0
17231,6.2,97.0,61.0,0.245,0.303,0.387,0.69,11.0
17232,7.0,96.0,62.0,0.261,0.348,0.413,0.761,7.0
17233,6.0,86.0,58.0,0.234,0.303,0.447,0.75,11.0
17234,4.2,89.0,55.0,0.353,0.425,0.5,0.925,3.0
17235,7.0,104.0,70.0,0.247,0.32,0.423,0.743,6.0
17236,8.0,98.0,77.0,0.259,0.335,0.449,0.784,6.0
17237,5.1,105.0,65.0,0.24,0.318,0.381,0.699,13.0
17238,6.0,95.0,67.0,0.259,0.32,0.403,0.724,4.0
17239,7.0,103.0,63.0,0.235,0.316,0.41,0.726,11.0
17240,7.0,88.0,54.0,0.252,0.315,0.419,0.734,7.0
17241,6.0,95.0,67.0,0.242,0.305,0.375,0.68,7.0
17242,7.1,99.0,70.0,0.235,0.318,0.396,0.714,6.0
17243,7.0,103.0,62.0,0.264,0.325,0.409,0.734,12.0
17244,7.0,89.0,59.0,0.22,0.288,0.362,0.65,6.0
17245,5.2,103.0,68.0,0.252,0.315,0.387,0.702,8.0
17246,5.0,93.0,57.0,0.234,0.317,0.394,0.712,5.0
17247,7.0,97.0,67.0,0.247,0.315,0.373,0.687,5.0
17248,6.2,97.0,64.0,0.238,0.321,0.402,0.723,7.0
17249,5.0,86.0,48.0,0.259,0.323,0.402,0.724,5.0
17250,6.0,80.0,50.0,0.261,0.325,0.404,0.729,7.0
17251,5.0,94.0,59.0,0.242,0.318,0.38,0.698,4.0
17252,6.0,80.0,50.0,0.242,0.319,0.382,0.701,2.0
17253,7.0,104.0,71.0,0.239,0.309,0.379,0.688,11.0
17254,1.2,66.0,43.0,0.25,0.317,0.427,0.744,5.0
17255,6.0,98.0,65.0,0.226,0.299,0.36,0.658,2.0
17256,5.2,97.0,57.0,0.232,0.302,0.402,0.703,4.0
17257,5.1,96.0,60.0,0.235,0.297,0.361,0.658,6.0
17258,5.0,88.0,59.0,0.231,0.31,0.363,0.673,4.0
17259,6.0,96.0,64.0,0.232,0.311,0.356,0.667,4.0
17260,7.0,92.0,61.0,0.257,0.324,0.41,0.734,9.0
17261,6.1,102.0,64.0,0.237,0.325,0.375,0.699,7.0
17262,6.0,90.0,55.0,0.244,0.331,0.394,0.725,5.0
17263,5.0,79.0,50.0,0.257,0.346,0.397,0.743,5.0
17264,4.0,80.0,50.0,0.258,0.361,0.421,0.782,7.0
17265,6.0,99.0,61.0,0.242,0.328,0.421,0.749,6.0
17266,6.0,103.0,63.0,0.269,0.341,0.443,0.784,8.0
17267,5.1,101.0,64.0,0.241,0.328,0.421,0.749,7.0
17268,6.2,108.0,75.0,0.23,0.293,0.375,0.668,4.0
17269,6.0,94.0,56.0,0.242,0.324,0.403,0.727,8.0
17270,5.0,103.0,64.0,0.237,0.316,0.402,0.717,4.0
17271,7.0,80.0,50.0,0.251,0.318,0.413,0.731,6.0
17272,5.0,80.0,50.0,0.247,0.328,0.411,0.739,9.0
17273,6.0,80.0,50.0,0.245,0.326,0.436,0.762,5.0
17274,5.2,109.0,64.0,0.245,0.327,0.438,0.766,7.0
17275,6.0,100.0,64.0,0.243,0.333,0.42,0.753,6.0
17276,4.0,84.0,53.0,0.226,0.305,0.392,0.698,8.0
17277,5.2,77.0,44.0,0.227,0.306,0.396,0.702,5.0
17278,2.0,57.0,34.0,0.242,0.325,0.433,0.758,7.0
17279,4.2,84.0,49.0,0.238,0.322,0.399,0.721,3.0
17280,5.0,68.0,44.0,0.212,0.301,0.366,0.667,3.0
17281,2.2,58.0,35.0,0.239,0.324,0.428,0.752,8.0
17282,6.0,80.0,50.0,0.24,0.331,0.362,0.693,3.0
17283,4.0,93.0,57.0,0.243,0.301,0.417,0.717,5.0
17284,7.0,83.0,49.0,0.216,0.31,0.4,0.71,7.0
17285,5.2,80.0,50.0,0.259,0.336,0.46,0.796,6.0
17286,4.0,82.0,55.0,0.211,0.295,0.354,0.649,6.0
17287,6.0,94.0,58.0,0.24,0.312,0.408,0.72,10.0
17288,5.0,98.0,56.0,0.23,0.312,0.383,0.695,6.0
17289,5.0,82.0,52.0,0.268,0.335,0.453,0.789,6.0
17290,7.0,97.0,63.0,0.248,0.332,0.464,0.796,6.0
17291,7.0,92.0,61.0,0.252,0.32,0.424,0.744,7.0
17292,6.0,95.0,56.0,0.254,0.325,0.423,0.748,5.0
17293,7.0,80.0,50.0,0.228,0.329,0.425,0.754,6.0
17294,7.0,80.0,50.0,0.277,0.337,0.446,0.783,8.0
17295,6.0,92.0,59.0,0.251,0.346,0.434,0.78,7.0
17296,6.0,80.0,50.0,0.249,0.344,0.419,0.763,6.0
17297,4.0,80.0,50.0,0.228,0.383,0.391,0.774,9.0
17298,5.1,78.0,52.0,0.253,0.323,0.414,0.737,6.0
17299,4.0,74.0,44.0,0.236,0.312,0.388,0.701,3.0
17300,4.1,76.0,43.0,0.258,0.331,0.444,0.775,7.0
17301,2.1,46.0,27.0,0.247,0.324,0.41,0.734,2.0
17302,3.2,70.0,48.0,0.223,0.3,0.365,0.666,1.0
17303,1.0,16.0,10.0,0.242,0.299,0.393,0.693,0.0
17304,2.0,26.0,21.0,0.239,0.295,0.386,0.681,0.0
17305,3.2,77.0,45.0,0.235,0.312,0.388,0.7,5.0
17306,4.1,89.0,52.0,0.263,0.319,0.4,0.718,7.0
17307,3.0,83.0,46.0,0.258,0.335,0.422,0.757,6.0
17308,6.0,87.0,53.0,0.247,0.335,0.453,0.788,5.0
17309,4.0,79.0,43.0,0.257,0.326,0.429,0.755,2.0
17310,2.2,61.0,43.0,0.246,0.323,0.404,0.727,1.0
17311,3.2,76.0,47.0,0.232,0.312,0.378,0.69,6.0
17312,5.0,85.0,50.0,0.261,0.317,0.395,0.712,1.0
17313,4.1,84.0,53.0,0.253,0.323,0.423,0.746,2.0
17314,3.1,82.0,54.0,0.27,0.339,0.481,0.821,2.0
17315,5.0,98.0,62.0,0.245,0.314,0.4,0.714,3.0
17316,4.2,93.0,61.0,0.23,0.292,0.378,0.67,1.0
17317,3.2,86.0,52.0,0.242,0.33,0.459,0.789,3.0
17318,5.2,97.0,65.0,0.264,0.333,0.435,0.768,4.0
17319,6.1,86.0,60.0,0.26,0.334,0.438,0.772,5.0
17320,4.1,73.0,50.0,0.237,0.31,0.417,0.728,6.0
17321,5.1,106.0,71.0,0.247,0.304,0.382,0.686,4.0
17322,6.0,82.0,57.0,0.236,0.324,0.389,0.713,6.0
17323,4.1,79.0,54.0,0.235,0.32,0.407,0.727,2.0
17324,5.2,99.0,61.0,0.264,0.341,0.448,0.789,3.0
17325,6.0,93.0,54.0,0.253,0.331,0.446,0.777,8.0
17326,6.2,102.0,78.0,0.243,0.319,0.435,0.754,6.0
17327,4.0,84.0,53.0,0.241,0.328,0.422,0.75,7.0
17328,5.0,80.0,50.0,0.23,0.294,0.376,0.67,4.0
17329,6.0,79.0,51.0,0.241,0.323,0.403,0.727,4.0
17330,4.0,68.0,40.0,0.254,0.322,0.397,0.719,3.0
17331,6.1,75.0,58.0,0.232,0.303,0.372,0.675,3.0
17332,4.0,81.0,54.0,0.234,0.311,0.369,0.679,6.0
17333,4.0,85.0,54.0,0.235,0.293,0.411,0.704,6.0
17334,5.0,80.0,50.0,0.229,0.324,0.426,0.75,4.0
17335,4.0,94.0,63.0,0.273,0.329,0.405,0.735,5.0
17336,7.0,94.0,63.0,0.293,0.367,0.521,0.888,3.0
17337,5.2,80.0,50.0,0.214,0.269,0.456,0.725,8.0
17338,5.1,91.0,58.0,0.239,0.31,0.405,0.716,6.0
17339,5.0,93.0,58.0,0.231,0.313,0.383,0.696,5.0
17340,4.0,80.0,50.0,0.252,0.337,0.471,0.808,3.0
17341,5.1,92.0,60.0,0.249,0.332,0.462,0.794,2.0
17342,3.0,70.0,51.0,0.255,0.322,0.428,0.751,5.0
17343,5.2,84.0,58.0,0.255,0.326,0.428,0.753,6.0
17344,5.0,87.0,52.0,0.224,0.325,0.415,0.74,5.0
17345,3.1,67.0,40.0,0.284,0.345,0.464,0.809,6.0
17346,3.0,43.0,28.0,0.232,0.324,0.441,0.765,3.0
17347,4.0,86.0,53.0,0.253,0.345,0.451,0.796,3.0
17348,3.1,79.0,49.0,0.231,0.376,0.405,0.781,5.0
17349,5.0,87.0,53.0,0.221,0.286,0.365,0.651,1.0
17350,6.0,80.0,50.0,0.227,0.285,0.404,0.689,6.0
17351,6.0,80.0,50.0,0.242,0.305,0.382,0.687,7.0
17352,7.0,104.0,64.0,0.258,0.336,0.435,0.771,5.0
17353,7.0,80.0,50.0,0.236,0.299,0.416,0.715,6.0
17354,4.1,80.0,50.0,0.257,0.35,0.446,0.796,8.0
17355,6.1,94.0,64.0,0.23,0.304,0.365,0.669,5.0
17356,5.0,80.0,50.0,0.263,0.36,0.447,0.807,7.0
17357,6.1,92.0,62.0,0.228,0.303,0.416,0.719,9.0
17358,5.0,80.0,50.0,0.245,0.314,0.389,0.703,8.0
17359,4.1,97.0,62.0,0.327,0.439,0.647,1.086,4.0
17360,5.0,90.0,59.0,0.246,0.322,0.416,0.737,1.0
17361,5.0,80.0,50.0,0.24,0.299,0.37,0.669,5.0
17362,2.2,75.0,44.0,0.259,0.33,0.443,0.773,4.0
17363,8.0,109.0,77.0,0.246,0.315,0.427,0.742,3.0
17364,4.1,80.0,50.0,0.259,0.34,0.474,0.814,12.0
17365,5.1,98.0,58.0,0.242,0.307,0.406,0.712,5.0
17366,6.0,81.0,55.0,0.269,0.329,0.46,0.788,4.0
17367,5.0,85.0,53.0,0.24,0.305,0.401,0.706,4.0
17368,3.1,80.0,50.0,0.258,0.339,0.463,0.801,2.0
17369,6.0,80.0,50.0,0.256,0.333,0.436,0.769,2.0
17370,6.0,87.0,61.0,0.238,0.294,0.36,0.654,9.0
17371,4.0,80.0,50.0,0.249,0.328,0.452,0.78,2.0
17372,5.1,79.0,50.0,0.252,0.326,0.444,0.77,5.0
17373,6.0,71.0,45.0,0.266,0.325,0.454,0.779,4.0
17374,2.1,80.0,50.0,0.266,0.347,0.472,0.818,3.0
17375,5.0,74.0,47.0,0.223,0.29,0.369,0.659,1.0
17376,1.2,80.0,50.0,0.245,0.321,0.414,0.735,4.0
17377,3.0,47.0,29.0,0.239,0.309,0.412,0.721,3.0
17378,2.0,80.0,50.0,0.24,0.299,0.37,0.669,2.0
17379,4.0,60.0,35.0,0.259,0.329,0.441,0.77,2.0
17380,2.0,80.0,50.0,0.259,0.34,0.474,0.814,3.0
17381,2.2,80.0,50.0,0.259,0.341,0.473,0.814,1.0
17382,2.0,29.0,18.0,0.251,0.33,0.445,0.775,1.0
17383,1.2,53.0,37.0,0.242,0.307,0.405,0.713,3.0
17384,5.2,73.0,48.0,0.257,0.334,0.437,0.771,1.0
17385,5.1,95.0,54.0,0.269,0.343,0.471,0.814,3.0
17386,6.0,80.0,50.0,0.242,0.303,0.407,0.71,6.0
17387,3.2,75.0,44.0,0.249,0.328,0.451,0.779,7.0
17388,3.2,80.0,50.0,0.266,0.347,0.472,0.818,0.0
17389,5.0,93.0,57.0,0.264,0.345,0.468,0.812,1.0
17390,3.0,80.0,50.0,0.224,0.292,0.369,0.661,3.0
17391,4.2,80.0,50.0,0.251,0.323,0.427,0.75,3.0
17392,3.1,77.0,48.0,0.244,0.323,0.421,0.744,6.0
17393,5.0,80.0,50.0,0.266,0.35,0.472,0.821,4.0
17394,2.0,80.0,50.0,0.261,0.324,0.456,0.78,4.0
17395,6.1,80.0,50.0,0.219,0.285,0.365,0.649,3.0
17396,6.0,90.0,61.0,0.258,0.337,0.44,0.777,4.0
17397,3.0,39.0,22.0,0.262,0.356,0.436,0.793,2.0
17398,5.0,75.0,44.0,0.234,0.302,0.377,0.679,2.0
17399,3.2,57.0,42.0,0.25,0.313,0.382,0.695,5.0
17400,2.0,48.0,28.0,0.259,0.331,0.435,0.766,5.0
17401,3.2,72.0,42.0,0.26,0.333,0.421,0.754,1.0
17402,3.2,67.0,41.0,0.264,0.33,0.438,0.768,4.0
17403,4.2,76.0,45.0,0.235,0.314,0.386,0.7,0.0
17404,4.0,53.0,38.0,0.224,0.301,0.367,0.668,2.0
17405,4.0,59.0,38.0,0.255,0.322,0.416,0.738,5.0
17406,5.0,72.0,49.0,0.238,0.318,0.404,0.722,4.0
17407,5.0,71.0,45.0,0.253,0.314,0.384,0.699,3.0
17408,4.0,62.0,39.0,0.23,0.299,0.367,0.665,1.0
17409,5.1,82.0,51.0,0.234,0.311,0.403,0.713,1.0
17410,6.0,82.0,50.0,0.249,0.314,0.376,0.69,3.0
17411,4.2,82.0,47.0,0.266,0.34,0.466,0.806,0.0
17412,5.0,89.0,57.0,0.257,0.331,0.439,0.771,3.0
17413,5.0,81.0,57.0,0.256,0.332,0.395,0.727,4.0
17414,4.1,77.0,45.0,0.261,0.322,0.401,0.723,4.0
17415,5.0,78.0,52.0,0.252,0.326,0.426,0.752,3.0
17416,5.0,91.0,60.0,0.23,0.3,0.353,0.654,6.0
17417,5.2,86.0,55.0,0.243,0.302,0.394,0.696,5.0
17418,5.0,71.0,46.0,0.242,0.318,0.39,0.708,4.0
17419,5.2,81.0,56.0,0.24,0.305,0.389,0.695,5.0
17420,5.0,44.0,33.0,0.259,0.337,0.427,0.764,2.0
17421,3.2,88.0,53.0,0.234,0.304,0.404,0.709,3.0
17422,5.0,71.0,49.0,0.241,0.327,0.388,0.715,3.0
17423,6.0,88.0,56.0,0.274,0.352,0.459,0.811,2.0
17424,5.0,89.0,59.0,0.249,0.316,0.417,0.734,6.0
17425,6.0,77.0,51.0,0.292,0.363,0.384,0.748,3.0
17426,5.1,80.0,56.0,0.297,0.366,0.351,0.717,4.0
17427,7.0,80.0,50.0,0.23,0.286,0.344,0.63,1.0
17428,5.1,80.0,51.0,0.248,0.317,0.405,0.722,2.0
17429,4.0,81.0,48.0,0.249,0.319,0.408,0.726,3.0
17430,6.0,80.0,50.0,0.25,0.311,0.376,0.687,1.0
17431,4.0,68.0,44.0,0.238,0.307,0.378,0.685,2.0
17432,6.0,95.0,65.0,0.252,0.322,0.417,0.738,2.0
17433,6.1,95.0,67.0,0.257,0.31,0.386,0.696,5.0
17434,4.2,95.0,57.0,0.253,0.314,0.407,0.721,5.0
17435,5.0,86.0,54.0,0.245,0.331,0.444,0.775,2.0
17436,5.0,80.0,50.0,0.23,0.299,0.381,0.68,3.0
17437,4.0,83.0,49.0,0.261,0.326,0.435,0.761,5.0
17438,5.0,86.0,54.0,0.246,0.31,0.382,0.692,3.0
17439,5.0,80.0,51.0,0.242,0.32,0.43,0.75,5.0
17440,6.0,90.0,55.0,0.239,0.298,0.393,0.691,2.0
17441,6.0,84.0,57.0,0.208,0.271,0.325,0.596,3.0
17442,4.0,77.0,45.0,0.251,0.329,0.399,0.729,4.0
17443,3.2,87.0,52.0,0.214,0.296,0.373,0.669,2.0
17444,5.2,100.0,61.0,0.227,0.282,0.35,0.632,5.0
17445,4.2,101.0,63.0,0.258,0.322,0.406,0.729,4.0
17446,5.2,93.0,64.0,0.232,0.308,0.347,0.654,4.0
17447,6.0,88.0,66.0,0.235,0.308,0.355,0.662,3.0
17448,6.0,82.0,54.0,0.215,0.268,0.351,0.619,1.0
17449,5.0,85.0,49.0,0.202,0.291,0.332,0.623,4.0
17450,5.1,85.0,50.0,0.223,0.304,0.344,0.648,1.0
17451,5.2,84.0,56.0,0.212,0.297,0.242,0.54,0.0
17452,4.0,68.0,41.0,0.235,0.309,0.38,0.689,3.0
17453,5.0,75.0,48.0,0.231,0.295,0.378,0.673,3.0
17454,4.0,76.0,46.0,0.229,0.293,0.376,0.669,4.0
17455,6.0,92.0,62.0,0.245,0.304,0.391,0.695,1.0
17456,6.0,85.0,53.0,0.243,0.302,0.387,0.689,2.0
17457,7.0,94.0,64.0,0.251,0.313,0.421,0.734,0.0
17458,6.0,82.0,52.0,0.245,0.317,0.429,0.746,7.0
17459,4.0,93.0,58.0,0.245,0.328,0.436,0.764,3.0
17460,6.0,86.0,54.0,0.226,0.296,0.371,0.667,4.0
17461,5.1,84.0,49.0,0.23,0.298,0.398,0.696,4.0
17462,4.0,65.0,34.0,0.236,0.321,0.394,0.715,4.0
17463,7.2,100.0,68.0,0.227,0.296,0.393,0.689,3.0
17464,5.0,96.0,62.0,0.236,0.3,0.39,0.69,8.0
17465,7.1,91.0,60.0,0.236,0.299,0.396,0.695,4.0
17466,5.2,89.0,49.0,0.229,0.299,0.37,0.67,4.0
17467,3.0,64.0,38.0,0.257,0.316,0.435,0.751,4.0
17468,9.0,102.0,75.0,0.258,0.323,0.441,0.765,2.0
17469,8.0,104.0,69.0,0.239,0.326,0.385,0.711,3.0
17470,6.0,88.0,50.0,0.247,0.346,0.409,0.755,4.0
17471,8.0,89.0,63.0,0.222,0.305,0.394,0.699,5.0
17472,7.0,103.0,67.0,0.241,0.31,0.392,0.702,8.0
17473,4.0,88.0,57.0,0.239,0.307,0.406,0.713,5.0
17474,4.0,84.0,50.0,0.223,0.319,0.38,0.7,4.0
17475,4.0,85.0,46.0,0.211,0.291,0.37,0.661,4.0
17476,7.0,80.0,50.0,0.268,0.327,0.438,0.764,5.0
17477,8.0,91.0,62.0,0.23,0.305,0.381,0.686,6.0
17478,4.2,90.0,56.0,0.211,0.281,0.382,0.663,6.0
17479,7.0,96.0,62.0,0.254,0.332,0.421,0.753,2.0
17480,6.0,82.0,56.0,0.2,0.286,0.267,0.552,4.0
17481,5.0,89.0,56.0,0.233,0.304,0.377,0.681,5.0
17482,5.0,65.0,44.0,0.255,0.337,0.476,0.812,9.0
17483,6.0,92.0,62.0,0.228,0.324,0.408,0.732,3.0
17484,6.0,104.0,65.0,0.211,0.289,0.343,0.633,6.0
17485,5.0,96.0,62.0,0.224,0.323,0.409,0.732,9.0
17486,6.0,106.0,60.0,0.245,0.331,0.468,0.799,6.0
17487,8.0,80.0,50.0,0.265,0.324,0.431,0.756,4.0
17488,6.1,94.0,60.0,0.243,0.307,0.39,0.697,7.0
17489,6.0,80.0,50.0,0.208,0.32,0.354,0.674,7.0
17490,5.2,80.0,50.0,0.235,0.32,0.407,0.727,5.0
17491,3.1,58.0,34.0,0.238,0.313,0.436,0.748,4.0
17492,5.0,86.0,58.0,0.249,0.326,0.425,0.751,9.0
17493,6.0,80.0,50.0,0.245,0.307,0.399,0.707,4.0
17494,6.0,73.0,50.0,0.248,0.325,0.445,0.77,7.0
17495,6.0,93.0,61.0,0.249,0.329,0.44,0.769,5.0
17496,5.2,93.0,65.0,0.253,0.325,0.429,0.754,4.0
17497,6.2,96.0,63.0,0.254,0.33,0.436,0.766,8.0
17498,7.0,91.0,59.0,0.246,0.321,0.442,0.763,1.0
17499,6.0,80.0,50.0,0.253,0.308,0.396,0.704,6.0
17500,6.0,99.0,56.0,0.267,0.326,0.456,0.782,6.0
17501,5.0,82.0,52.0,0.269,0.343,0.472,0.815,2.0
17502,6.0,102.0,61.0,0.237,0.294,0.359,0.653,7.0
17503,7.0,80.0,50.0,0.249,0.328,0.452,0.78,5.0
17504,6.0,90.0,62.0,0.243,0.318,0.4,0.717,9.0
17505,7.0,104.0,71.0,0.268,0.327,0.456,0.783,6.0
17506,7.0,90.0,57.0,0.224,0.291,0.371,0.662,9.0
17507,6.0,80.0,50.0,0.266,0.346,0.47,0.816,6.0
17508,7.0,87.0,58.0,0.273,0.333,0.466,0.799,6.0
17509,7.1,75.0,54.0,0.25,0.324,0.424,0.748,2.0
17510,6.0,98.0,57.0,0.219,0.285,0.377,0.662,3.0
17511,4.0,80.0,50.0,0.248,0.323,0.418,0.741,7.0
17512,6.0,98.0,63.0,0.255,0.318,0.449,0.767,2.0
17513,7.0,98.0,67.0,0.225,0.283,0.402,0.685,6.0
17514,7.2,91.0,62.0,0.24,0.303,0.378,0.681,5.0
17515,7.0,98.0,67.0,0.257,0.334,0.434,0.768,5.0
17516,6.0,93.0,65.0,0.238,0.3,0.417,0.717,7.0
17517,7.2,102.0,67.0,0.259,0.341,0.447,0.788,4.0
17518,7.0,105.0,70.0,0.228,0.299,0.363,0.662,7.0
17519,6.0,100.0,61.0,0.262,0.356,0.436,0.793,7.0
17520,7.0,98.0,67.0,0.231,0.3,0.426,0.725,4.0
17521,6.2,102.0,67.0,0.238,0.328,0.419,0.748,6.0
17522,6.0,102.0,68.0,0.246,0.295,0.393,0.687,9.0
17523,3.2,82.0,52.0,0.343,0.395,1.057,1.452,10.0
17524,5.2,80.0,50.0,0.241,0.304,0.398,0.702,3.0
17525,6.0,101.0,63.0,0.216,0.281,0.345,0.626,8.0
17526,5.0,90.0,59.0,0.229,0.294,0.387,0.682,7.0
17527,5.0,95.0,61.0,0.254,0.319,0.447,0.767,5.0
17528,6.0,87.0,61.0,0.249,0.31,0.378,0.688,6.0
17529,7.0,103.0,70.0,0.25,0.312,0.383,0.695,3.0
17530,6.2,103.0,67.0,0.246,0.312,0.373,0.685,7.0
17531,6.0,97.0,65.0,0.227,0.296,0.379,0.675,7.0
17532,6.1,115.0,61.0,0.244,0.33,0.442,0.772,10.0
17533,7.0,106.0,71.0,0.229,0.3,0.383,0.683,7.0
17534,2.2,84.0,51.0,0.241,0.318,0.427,0.745,10.0
17535,3.0,62.0,40.0,0.241,0.318,0.424,0.742,3.0
17536,6.2,106.0,74.0,0.239,0.3,0.4,0.7,1.0
17537,6.0,80.0,50.0,0.257,0.324,0.428,0.752,12.0
17538,6.2,107.0,75.0,0.211,0.273,0.328,0.601,6.0
17539,7.0,98.0,60.0,0.229,0.297,0.382,0.679,12.0
17540,6.0,94.0,59.0,0.209,0.272,0.326,0.598,8.0
17541,7.0,102.0,68.0,0.239,0.308,0.401,0.709,6.0
17542,7.0,93.0,59.0,0.254,0.314,0.412,0.726,10.0
17543,5.0,98.0,56.0,0.235,0.312,0.408,0.72,4.0
17544,5.0,89.0,54.0,0.232,0.301,0.366,0.667,3.0
17545,6.0,95.0,60.0,0.212,0.277,0.329,0.606,6.0
17546,6.0,87.0,59.0,0.242,0.298,0.379,0.677,10.0
17547,6.0,80.0,50.0,0.251,0.329,0.382,0.711,8.0
17548,5.2,104.0,65.0,0.25,0.315,0.416,0.731,9.0
17549,6.2,102.0,64.0,0.244,0.313,0.391,0.704,10.0
17550,5.0,87.0,54.0,0.235,0.325,0.375,0.699,5.0
17551,6.0,80.0,50.0,0.215,0.272,0.336,0.608,8.0
17552,6.0,85.0,57.0,0.235,0.31,0.357,0.667,5.0
17553,6.1,88.0,64.0,0.275,0.324,0.474,0.798,4.0
17554,7.0,96.0,63.0,0.138,0.265,0.241,0.506,4.0
17555,6.0,104.0,60.0,0.24,0.314,0.422,0.736,4.0
17556,4.2,97.0,69.0,0.241,0.319,0.426,0.744,6.0
17557,7.0,101.0,75.0,0.24,0.318,0.427,0.744,5.0
17558,4.1,98.0,62.0,0.24,0.305,0.405,0.709,13.0
17559,6.2,107.0,70.0,0.237,0.315,0.409,0.724,8.0
