,IP,Pit,Str,BA,OBP,SLG,OPS,SO
8840,4.1,90.0,53.0,0.243,0.302,0.396,0.698,5.0
8841,6.0,97.0,54.0,0.24,0.327,0.41,0.737,0.0
8842,5.0,87.0,57.0,0.267,0.337,0.456,0.794,5.0
8843,5.2,93.0,61.0,0.265,0.331,0.439,0.77,5.0
8844,2.1,81.0,47.0,0.265,0.331,0.437,0.768,3.0
8845,6.0,105.0,67.0,0.238,0.318,0.406,0.724,3.0
8846,7.0,100.0,69.0,0.253,0.327,0.442,0.769,7.0
8847,3.1,70.0,38.0,0.231,0.304,0.406,0.71,5.0
8848,7.0,97.0,62.0,0.253,0.316,0.386,0.702,4.0
8849,7.0,84.0,52.0,0.273,0.342,0.46,0.802,6.0
8850,7.0,93.0,64.0,0.221,0.3,0.357,0.657,3.0
8851,4.1,91.0,63.0,0.256,0.33,0.442,0.773,5.0
8852,6.0,102.0,68.0,0.255,0.316,0.401,0.717,2.0
8853,7.0,97.0,63.0,0.25,0.324,0.422,0.745,4.0
8854,6.0,93.0,57.0,0.24,0.326,0.442,0.769,2.0
8855,6.2,92.0,56.0,0.253,0.329,0.393,0.722,4.0
8856,6.2,105.0,56.0,0.24,0.307,0.362,0.669,3.0
8857,7.0,90.0,52.0,0.259,0.329,0.428,0.757,6.0
8858,6.0,97.0,58.0,0.233,0.315,0.407,0.722,3.0
8859,5.2,97.0,57.0,0.239,0.313,0.391,0.704,8.0
8860,3.2,72.0,47.0,0.266,0.34,0.431,0.771,8.0
8861,6.2,94.0,63.0,0.235,0.298,0.381,0.679,2.0
8862,5.0,84.0,51.0,0.222,0.302,0.374,0.677,3.0
8863,3.0,65.0,42.0,0.243,0.302,0.396,0.699,0.0
8864,5.1,85.0,54.0,0.258,0.323,0.43,0.753,4.0
8865,5.0,78.0,53.0,0.225,0.3,0.373,0.673,5.0
8866,4.1,85.0,55.0,0.24,0.326,0.41,0.736,7.0
8867,4.0,94.0,54.0,0.228,0.303,0.404,0.707,5.0
8868,5.0,91.0,52.0,0.235,0.301,0.379,0.679,5.0
8869,2.2,82.0,52.0,0.241,0.32,0.41,0.73,9.0
8870,2.0,29.0,15.0,0.262,0.317,0.402,0.719,5.0
8871,6.0,97.0,64.0,0.253,0.32,0.424,0.744,1.0
8872,6.0,93.0,61.0,0.23,0.302,0.405,0.707,7.0
8873,6.0,95.0,58.0,0.254,0.327,0.445,0.772,4.0
8874,6.0,88.0,57.0,0.221,0.301,0.357,0.658,4.0
8875,5.1,99.0,58.0,0.253,0.313,0.404,0.717,4.0
8876,3.0,88.0,49.0,0.234,0.313,0.394,0.707,7.0
8877,4.0,91.0,56.0,0.275,0.343,0.459,0.802,8.0
8878,6.0,99.0,67.0,0.238,0.325,0.443,0.768,6.0
8879,5.2,98.0,62.0,0.242,0.321,0.4,0.721,7.0
8880,7.0,99.0,69.0,0.261,0.323,0.388,0.711,7.0
8881,6.0,96.0,57.0,0.265,0.333,0.426,0.759,4.0
8882,4.2,102.0,70.0,0.234,0.317,0.404,0.721,5.0
8883,7.0,88.0,61.0,0.221,0.297,0.36,0.657,8.0
8884,6.0,97.0,62.0,0.229,0.31,0.378,0.687,10.0
8885,5.2,98.0,65.0,0.237,0.3,0.386,0.686,9.0
8886,4.1,95.0,58.0,0.263,0.336,0.426,0.762,8.0
8887,4.1,96.0,52.0,0.242,0.323,0.429,0.752,3.0
8888,7.0,95.0,62.0,0.276,0.349,0.509,0.858,4.0
8889,4.2,93.0,61.0,0.261,0.343,0.438,0.781,8.0
8890,7.0,99.0,66.0,0.245,0.314,0.403,0.717,7.0
8891,7.0,97.0,57.0,0.24,0.312,0.362,0.673,5.0
8892,4.2,93.0,60.0,0.169,0.226,0.265,0.491,7.0
8893,3.2,68.0,40.0,0.249,0.311,0.378,0.689,7.0
8894,4.0,95.0,60.0,0.255,0.318,0.426,0.744,0.0
8895,4.2,93.0,61.0,0.255,0.317,0.426,0.743,6.0
8896,3.2,71.0,39.0,0.23,0.313,0.389,0.702,5.0
8897,5.2,86.0,56.0,0.259,0.331,0.428,0.759,3.0
8898,6.0,90.0,59.0,0.221,0.289,0.361,0.65,4.0
8899,5.0,92.0,54.0,0.258,0.329,0.409,0.738,7.0
8900,4.0,80.0,50.0,0.236,0.3,0.372,0.671,2.0
8901,4.2,80.0,50.0,0.259,0.33,0.409,0.739,2.0
8902,7.0,80.0,50.0,0.233,0.316,0.384,0.7,4.0
8903,5.0,81.0,56.0,0.214,0.275,0.339,0.614,8.0
8904,5.1,89.0,65.0,0.211,0.272,0.331,0.603,2.0
8905,7.0,98.0,67.0,0.209,0.271,0.326,0.597,5.0
8906,4.0,90.0,58.0,0.24,0.306,0.375,0.681,7.0
8907,5.0,62.0,41.0,0.235,0.291,0.359,0.65,3.0
8908,5.0,76.0,45.0,0.22,0.291,0.305,0.596,4.0
8909,6.2,89.0,55.0,0.237,0.326,0.389,0.715,5.0
8910,6.0,78.0,50.0,0.227,0.295,0.34,0.635,3.0
8911,0.2,42.0,22.0,0.253,0.334,0.424,0.758,4.0
8912,4.1,83.0,51.0,0.217,0.325,0.371,0.696,2.0
8913,4.0,66.0,44.0,0.246,0.268,0.319,0.586,1.0
8914,4.0,80.0,50.0,0.239,0.318,0.406,0.724,3.0
8915,1.1,32.0,22.0,0.231,0.295,0.377,0.672,2.0
8916,5.0,66.0,45.0,0.223,0.3,0.38,0.68,1.0
8917,5.0,87.0,55.0,0.222,0.299,0.38,0.679,3.0
8918,5.0,88.0,61.0,0.228,0.292,0.374,0.665,7.0
8919,5.2,100.0,64.0,0.221,0.299,0.381,0.68,5.0
8920,5.1,89.0,56.0,0.242,0.302,0.386,0.688,8.0
8921,5.0,81.0,49.0,0.25,0.318,0.412,0.73,2.0
8922,3.0,73.0,41.0,0.245,0.335,0.423,0.758,3.0
8923,5.1,95.0,61.0,0.219,0.296,0.382,0.678,3.0
8924,4.2,86.0,57.0,0.228,0.297,0.374,0.671,3.0
8925,3.1,73.0,39.0,0.257,0.34,0.42,0.76,6.0
8926,6.0,103.0,62.0,0.237,0.322,0.395,0.717,1.0
8927,6.0,91.0,55.0,0.228,0.297,0.394,0.691,4.0
8928,5.0,77.0,48.0,0.23,0.302,0.378,0.679,2.0
8929,5.0,86.0,55.0,0.236,0.3,0.398,0.698,3.0
8930,4.0,55.0,40.0,0.229,0.3,0.37,0.67,9.0
8931,5.0,77.0,54.0,0.255,0.313,0.431,0.745,3.0
8932,3.0,80.0,50.0,0.257,0.317,0.438,0.755,6.0
8933,5.1,80.0,50.0,0.239,0.326,0.382,0.708,2.0
8934,0.1,80.0,50.0,0.263,0.321,0.435,0.755,4.0
8935,4.1,89.0,53.0,0.229,0.306,0.384,0.689,0.0
8936,3.1,80.0,52.0,0.223,0.292,0.423,0.716,7.0
8937,5.2,94.0,61.0,0.258,0.312,0.408,0.72,7.0
8938,5.1,99.0,66.0,0.25,0.324,0.434,0.757,9.0
8939,5.0,91.0,63.0,0.238,0.293,0.388,0.681,10.0
8940,6.0,80.0,50.0,0.254,0.307,0.4,0.708,7.0
8941,5.0,104.0,65.0,0.254,0.308,0.401,0.708,8.0
8942,5.2,99.0,59.0,0.25,0.322,0.442,0.763,6.0
8943,5.2,102.0,62.0,0.25,0.323,0.43,0.753,5.0
8944,6.0,109.0,66.0,0.262,0.336,0.457,0.794,6.0
8945,5.2,80.0,50.0,0.238,0.294,0.362,0.655,7.0
8946,4.0,102.0,63.0,0.27,0.344,0.474,0.818,5.0
8947,5.0,88.0,56.0,0.251,0.322,0.451,0.774,7.0
8948,5.1,89.0,54.0,0.243,0.32,0.416,0.736,3.0
8949,3.0,82.0,46.0,0.247,0.32,0.443,0.763,2.0
8950,5.1,91.0,55.0,0.257,0.33,0.43,0.76,2.0
8951,4.0,80.0,53.0,0.245,0.307,0.404,0.711,7.0
8952,6.0,80.0,50.0,0.242,0.307,0.401,0.708,2.0
8953,6.0,99.0,70.0,0.233,0.295,0.382,0.676,7.0
8954,6.0,108.0,74.0,0.259,0.335,0.437,0.772,8.0
8955,5.1,93.0,58.0,0.248,0.31,0.398,0.708,9.0
8956,5.0,90.0,57.0,0.253,0.33,0.424,0.754,9.0
8957,5.1,98.0,63.0,0.255,0.331,0.432,0.763,6.0
8958,7.0,95.0,66.0,0.227,0.297,0.366,0.663,3.0
8959,6.0,100.0,65.0,0.257,0.34,0.443,0.783,5.0
8960,7.0,86.0,57.0,0.267,0.344,0.464,0.808,8.0
8961,5.2,100.0,63.0,0.277,0.352,0.487,0.839,7.0
8962,5.2,101.0,64.0,0.215,0.291,0.348,0.638,2.0
8963,4.2,71.0,41.0,0.266,0.353,0.444,0.798,6.0
8964,0.2,36.0,18.0,0.28,0.404,0.51,0.914,3.0
8965,6.0,80.0,50.0,0.102,0.156,0.169,0.326,1.0
8966,6.0,85.0,56.0,0.229,0.304,0.385,0.689,4.0
8967,5.0,86.0,50.0,0.242,0.311,0.382,0.693,6.0
8968,5.0,80.0,50.0,0.229,0.294,0.386,0.68,4.0
8969,7.0,80.0,50.0,0.227,0.294,0.378,0.672,4.0
8970,5.0,88.0,60.0,0.248,0.317,0.409,0.726,7.0
8971,5.0,97.0,64.0,0.26,0.314,0.387,0.701,5.0
8972,6.0,97.0,56.0,0.215,0.277,0.345,0.622,4.0
8973,6.0,82.0,57.0,0.251,0.314,0.385,0.699,6.0
8974,7.0,99.0,65.0,0.254,0.315,0.41,0.725,5.0
8975,5.2,80.0,50.0,0.214,0.275,0.34,0.616,5.0
8976,5.0,92.0,59.0,0.245,0.331,0.443,0.773,7.0
8977,6.0,80.0,50.0,0.231,0.301,0.386,0.687,6.0
8978,6.1,88.0,61.0,0.24,0.306,0.377,0.683,7.0
8979,5.1,101.0,63.0,0.238,0.321,0.432,0.753,7.0
8980,5.0,83.0,56.0,0.261,0.332,0.401,0.734,6.0
8981,6.0,92.0,68.0,0.235,0.293,0.387,0.68,5.0
8982,4.1,88.0,56.0,0.247,0.318,0.403,0.721,9.0
8983,7.0,91.0,55.0,0.237,0.298,0.361,0.659,7.0
8984,6.0,85.0,55.0,0.237,0.318,0.383,0.701,2.0
8985,5.0,85.0,55.0,0.246,0.312,0.392,0.705,6.0
8986,4.0,81.0,47.0,0.237,0.292,0.366,0.658,4.0
8987,5.0,95.0,60.0,0.235,0.312,0.378,0.69,4.0
8988,7.0,91.0,60.0,0.222,0.295,0.31,0.604,9.0
8989,6.0,86.0,57.0,0.248,0.308,0.416,0.723,9.0
8990,6.0,66.0,46.0,0.25,0.308,0.419,0.726,5.0
8991,5.2,72.0,49.0,0.249,0.321,0.437,0.758,6.0
8992,4.0,71.0,41.0,0.13,0.257,0.26,0.518,7.0
8993,6.0,80.0,50.0,0.245,0.309,0.408,0.717,6.0
8994,5.1,87.0,46.0,0.231,0.294,0.376,0.67,1.0
8995,5.0,82.0,49.0,0.247,0.309,0.414,0.723,2.0
8996,5.2,80.0,53.0,0.242,0.324,0.405,0.729,3.0
8997,5.0,78.0,46.0,0.223,0.299,0.382,0.681,5.0
8998,6.2,90.0,60.0,0.244,0.303,0.389,0.692,6.0
8999,5.0,70.0,45.0,0.243,0.302,0.386,0.688,7.0
9000,5.0,87.0,53.0,0.251,0.313,0.42,0.733,3.0
9001,6.0,85.0,58.0,0.244,0.316,0.427,0.743,5.0
9002,4.2,89.0,56.0,0.245,0.328,0.438,0.766,8.0
9003,4.2,87.0,61.0,0.219,0.295,0.381,0.676,7.0
9004,6.0,79.0,58.0,0.23,0.298,0.397,0.695,9.0
9005,5.0,88.0,55.0,0.233,0.315,0.403,0.718,8.0
9006,4.0,93.0,54.0,0.238,0.303,0.395,0.698,7.0
9007,6.0,96.0,61.0,0.232,0.303,0.382,0.684,5.0
9008,7.0,96.0,65.0,0.252,0.337,0.402,0.739,5.0
9009,4.1,84.0,54.0,0.244,0.316,0.431,0.747,8.0
9010,6.0,79.0,53.0,0.258,0.323,0.44,0.763,4.0
9011,7.0,106.0,68.0,0.258,0.317,0.442,0.759,8.0
9012,6.0,100.0,65.0,0.245,0.344,0.406,0.75,6.0
9013,5.0,92.0,58.0,0.222,0.306,0.398,0.704,7.0
9014,5.0,94.0,54.0,0.241,0.311,0.392,0.703,7.0
9015,5.1,92.0,63.0,0.259,0.32,0.43,0.749,5.0
9016,4.2,92.0,53.0,0.226,0.322,0.383,0.705,7.0
9017,5.0,73.0,46.0,0.208,0.286,0.365,0.652,8.0
9018,1.2,26.0,19.0,0.26,0.319,0.431,0.75,6.0
9019,5.2,80.0,50.0,0.222,0.275,0.394,0.669,0.0
9020,4.1,62.0,46.0,0.211,0.281,0.382,0.663,6.0
9021,3.1,80.0,50.0,0.261,0.347,0.436,0.784,7.0
9022,5.1,94.0,60.0,0.235,0.304,0.387,0.69,1.0
9023,6.0,93.0,64.0,0.216,0.281,0.347,0.628,6.0
9024,5.0,88.0,61.0,0.228,0.294,0.384,0.678,6.0
9025,7.0,111.0,73.0,0.226,0.293,0.378,0.671,4.0
9026,5.0,102.0,73.0,0.237,0.305,0.392,0.697,8.0
9027,7.0,98.0,64.0,0.252,0.316,0.445,0.761,5.0
9028,7.2,94.0,67.0,0.259,0.313,0.387,0.7,6.0
9029,5.0,96.0,65.0,0.239,0.302,0.397,0.699,4.0
9030,7.0,97.0,70.0,0.252,0.313,0.407,0.72,4.0
9031,6.2,106.0,65.0,0.235,0.318,0.388,0.705,10.0
9032,6.0,105.0,70.0,0.236,0.319,0.39,0.709,3.0
9033,6.1,97.0,71.0,0.211,0.272,0.332,0.604,3.0
9034,8.0,98.0,70.0,0.21,0.272,0.328,0.6,9.0
9035,6.0,104.0,74.0,0.235,0.303,0.398,0.701,2.0
9036,7.0,80.0,50.0,0.24,0.323,0.434,0.757,8.0
9037,6.0,104.0,71.0,0.261,0.333,0.402,0.735,3.0
9038,6.0,84.0,54.0,0.236,0.295,0.388,0.683,5.0
9039,4.1,91.0,58.0,0.238,0.321,0.388,0.709,4.0
9040,6.0,91.0,62.0,0.236,0.298,0.359,0.657,3.0
9041,4.2,93.0,63.0,0.238,0.318,0.387,0.705,6.0
9042,6.2,98.0,69.0,0.222,0.287,0.353,0.64,4.0
9043,5.0,99.0,70.0,0.238,0.294,0.365,0.659,10.0
9044,3.0,44.0,29.0,0.236,0.314,0.381,0.696,1.0
9045,6.0,91.0,60.0,0.228,0.301,0.319,0.62,3.0
9046,5.0,90.0,57.0,0.25,0.309,0.415,0.723,3.0
9047,5.2,86.0,64.0,0.25,0.308,0.413,0.721,6.0
9048,4.0,70.0,46.0,0.215,0.31,0.358,0.668,3.0
9049,5.0,80.0,50.0,0.233,0.277,0.364,0.642,2.0
9050,5.0,80.0,50.0,0.241,0.32,0.426,0.746,3.0
9051,5.1,79.0,54.0,0.245,0.308,0.409,0.718,6.0
9052,6.0,81.0,54.0,0.231,0.294,0.377,0.671,3.0
9053,3.0,70.0,42.0,0.224,0.302,0.381,0.683,6.0
9054,4.1,71.0,49.0,0.241,0.323,0.403,0.726,2.0
9055,1.1,21.0,15.0,0.238,0.302,0.396,0.698,4.0
9056,7.0,84.0,69.0,0.235,0.299,0.394,0.693,0.0
9057,7.0,93.0,69.0,0.253,0.337,0.404,0.741,6.0
9058,7.0,103.0,76.0,0.244,0.315,0.431,0.746,5.0
9059,4.1,74.0,50.0,0.26,0.324,0.443,0.768,8.0
9060,6.0,87.0,61.0,0.26,0.32,0.446,0.766,5.0
9061,3.2,44.0,34.0,0.254,0.313,0.419,0.733,9.0
9062,7.0,84.0,61.0,0.239,0.308,0.403,0.711,4.0
9063,7.0,80.0,50.0,0.223,0.303,0.369,0.672,2.0
9064,6.0,96.0,67.0,0.216,0.296,0.374,0.67,5.0
9065,5.0,88.0,55.0,0.229,0.283,0.401,0.684,2.0
9066,5.2,90.0,57.0,0.237,0.315,0.397,0.713,1.0
9067,6.0,93.0,69.0,0.189,0.278,0.307,0.584,7.0
9068,4.1,101.0,65.0,0.171,0.268,0.268,0.536,7.0
9069,6.0,90.0,65.0,0.231,0.302,0.375,0.678,5.0
9070,7.0,90.0,63.0,0.216,0.289,0.357,0.645,2.0
9071,6.0,88.0,55.0,0.226,0.325,0.403,0.727,7.0
9072,3.2,63.0,42.0,0.239,0.331,0.419,0.75,1.0
9073,4.2,91.0,55.0,0.243,0.322,0.415,0.737,4.0
9074,5.0,91.0,62.0,0.258,0.322,0.429,0.751,6.0
9075,5.0,81.0,52.0,0.243,0.301,0.396,0.697,11.0
9076,4.0,82.0,49.0,0.24,0.326,0.41,0.737,6.0
9077,6.0,96.0,68.0,0.228,0.303,0.404,0.707,5.0
9078,4.0,100.0,57.0,0.266,0.332,0.44,0.772,8.0
9079,5.0,105.0,57.0,0.262,0.328,0.433,0.761,4.0
9080,4.2,95.0,58.0,0.262,0.317,0.402,0.719,3.0
9081,5.0,105.0,62.0,0.253,0.321,0.422,0.743,2.0
9082,4.2,102.0,60.0,0.23,0.302,0.404,0.706,3.0
9083,6.0,104.0,66.0,0.255,0.327,0.444,0.771,4.0
9084,5.2,97.0,48.0,0.221,0.301,0.357,0.658,9.0
9085,5.0,91.0,57.0,0.258,0.332,0.446,0.778,5.0
9086,4.1,88.0,58.0,0.274,0.342,0.46,0.802,7.0
9087,4.0,80.0,46.0,0.251,0.325,0.425,0.75,4.0
9088,2.1,82.0,45.0,0.241,0.321,0.398,0.719,1.0
9089,6.0,92.0,58.0,0.26,0.321,0.386,0.707,1.0
9090,5.0,90.0,58.0,0.239,0.306,0.362,0.668,2.0
9091,6.0,102.0,65.0,0.26,0.331,0.43,0.76,2.0
9092,5.0,88.0,46.0,0.22,0.298,0.359,0.657,5.0
9093,6.0,96.0,55.0,0.238,0.313,0.39,0.702,3.0
9094,6.0,88.0,50.0,0.264,0.337,0.423,0.761,5.0
9095,6.0,93.0,59.0,0.258,0.33,0.42,0.75,5.0
9096,7.0,94.0,59.0,0.218,0.298,0.373,0.671,11.0
9097,5.2,97.0,66.0,0.276,0.33,0.448,0.778,8.0
9098,6.0,98.0,65.0,0.253,0.333,0.43,0.763,6.0
9099,5.0,97.0,57.0,0.271,0.34,0.407,0.747,10.0
9100,6.0,96.0,57.0,0.238,0.312,0.425,0.738,5.0
9101,6.0,99.0,70.0,0.204,0.251,0.301,0.552,3.0
9102,5.0,82.0,64.0,0.293,0.329,0.413,0.742,5.0
9103,6.0,76.0,59.0,0.236,0.304,0.388,0.692,7.0
9104,5.0,80.0,50.0,0.242,0.31,0.381,0.691,8.0
9105,6.0,90.0,64.0,0.229,0.285,0.341,0.626,6.0
9106,5.1,80.0,50.0,0.242,0.305,0.395,0.7,8.0
9107,5.0,96.0,65.0,0.244,0.306,0.401,0.707,8.0
9108,3.0,46.0,31.0,0.238,0.305,0.391,0.697,7.0
9109,6.0,80.0,50.0,0.252,0.317,0.445,0.761,4.0
9110,6.0,97.0,63.0,0.215,0.277,0.344,0.621,8.0
9111,6.0,91.0,64.0,0.251,0.314,0.385,0.699,6.0
9112,6.0,97.0,67.0,0.254,0.314,0.409,0.723,4.0
9113,5.0,80.0,50.0,0.214,0.275,0.342,0.617,7.0
9114,5.0,80.0,50.0,0.245,0.331,0.443,0.773,6.0
9115,3.2,92.0,54.0,0.232,0.303,0.386,0.689,3.0
9116,5.0,95.0,58.0,0.24,0.307,0.38,0.687,10.0
9117,7.0,99.0,68.0,0.236,0.305,0.4,0.705,7.0
9118,7.0,115.0,71.0,0.241,0.323,0.434,0.757,14.0
9119,5.0,93.0,58.0,0.251,0.307,0.377,0.685,13.0
9120,6.0,91.0,55.0,0.236,0.295,0.389,0.684,5.0
9121,3.2,90.0,53.0,0.238,0.32,0.389,0.708,7.0
9122,4.0,85.0,47.0,0.213,0.28,0.328,0.608,4.0
9123,5.2,96.0,63.0,0.242,0.308,0.386,0.694,4.0
9124,6.0,91.0,56.0,0.22,0.287,0.354,0.641,9.0
9125,3.2,84.0,50.0,0.256,0.32,0.373,0.693,9.0
9126,3.0,45.0,28.0,0.22,0.291,0.305,0.596,5.0
9127,5.1,87.0,52.0,0.233,0.322,0.379,0.701,5.0
9128,5.0,84.0,48.0,0.226,0.295,0.341,0.636,4.0
9129,3.2,55.0,34.0,0.253,0.334,0.424,0.758,4.0
9130,3.0,80.0,50.0,0.14,0.286,0.246,0.532,4.0
9131,1.2,28.0,19.0,0.24,0.291,0.365,0.656,5.0
9132,4.0,77.0,44.0,0.231,0.303,0.376,0.679,6.0
9133,2.0,35.0,25.0,0.255,0.337,0.476,0.812,6.0
9134,5.0,94.0,50.0,0.226,0.324,0.406,0.73,5.0
9135,6.2,93.0,60.0,0.211,0.289,0.342,0.631,3.0
9136,5.2,89.0,58.0,0.233,0.319,0.409,0.728,3.0
9137,3.2,78.0,47.0,0.27,0.331,0.438,0.768,5.0
9138,6.0,88.0,48.0,0.221,0.301,0.357,0.658,5.0
9139,3.0,63.0,38.0,0.214,0.321,0.377,0.699,5.0
9140,6.0,80.0,50.0,0.194,0.273,0.266,0.539,5.0
9141,5.2,80.0,50.0,0.252,0.345,0.392,0.737,2.0
9142,1.0,16.0,11.0,0.203,0.25,0.453,0.703,8.0
9143,6.0,101.0,61.0,0.245,0.309,0.407,0.716,4.0
9144,6.0,111.0,64.0,0.235,0.309,0.381,0.69,5.0
9145,6.0,80.0,50.0,0.247,0.309,0.413,0.722,8.0
9146,6.0,93.0,60.0,0.223,0.301,0.38,0.681,7.0
9147,5.0,102.0,57.0,0.223,0.299,0.382,0.681,7.0
9148,6.2,107.0,66.0,0.244,0.303,0.389,0.692,3.0
9149,6.0,102.0,66.0,0.222,0.299,0.382,0.681,7.0
9150,5.2,108.0,74.0,0.251,0.313,0.42,0.733,8.0
9151,4.2,89.0,53.0,0.244,0.317,0.428,0.745,8.0
9152,6.2,80.0,50.0,0.245,0.335,0.421,0.756,4.0
9153,6.0,109.0,67.0,0.219,0.295,0.381,0.677,9.0
9154,5.0,100.0,65.0,0.23,0.298,0.397,0.695,8.0
9155,7.0,94.0,59.0,0.256,0.339,0.415,0.754,8.0
9156,7.0,107.0,72.0,0.233,0.314,0.402,0.716,10.0
9157,5.1,107.0,62.0,0.229,0.298,0.395,0.693,8.0
9158,5.1,89.0,54.0,0.232,0.302,0.381,0.683,8.0
9159,6.0,94.0,59.0,0.25,0.335,0.4,0.734,7.0
9160,4.1,77.0,40.0,0.229,0.3,0.37,0.67,4.0
9161,5.0,105.0,71.0,0.236,0.306,0.388,0.694,3.0
9162,6.0,95.0,55.0,0.241,0.31,0.392,0.702,7.0
9163,8.0,96.0,64.0,0.256,0.316,0.424,0.741,5.0
9164,6.0,105.0,63.0,0.227,0.323,0.386,0.709,9.0
9165,7.0,111.0,72.0,0.226,0.306,0.376,0.682,8.0
9166,6.0,106.0,61.0,0.26,0.319,0.431,0.75,9.0
9167,3.2,87.0,46.0,0.224,0.299,0.415,0.714,5.0
9168,5.0,88.0,50.0,0.175,0.271,0.287,0.558,3.0
9169,5.0,95.0,54.0,0.185,0.294,0.272,0.565,6.0
9170,6.2,102.0,57.0,0.226,0.311,0.375,0.686,9.0
9171,7.0,86.0,61.0,0.215,0.286,0.354,0.64,7.0
9172,0.0,18.0,5.0,0.234,0.326,0.408,0.734,8.0
9173,6.0,93.0,60.0,0.224,0.323,0.409,0.732,0.0
9174,5.0,80.0,50.0,0.241,0.33,0.456,0.785,7.0
9175,5.2,97.0,57.0,0.218,0.301,0.35,0.651,2.0
9176,7.0,86.0,59.0,0.241,0.307,0.393,0.7,7.0
9177,3.2,61.0,44.0,0.216,0.294,0.329,0.623,5.0
9178,4.0,91.0,53.0,0.232,0.326,0.417,0.743,1.0
9179,6.0,92.0,55.0,0.203,0.25,0.453,0.703,4.0
9180,5.1,92.0,58.0,0.243,0.303,0.396,0.699,7.0
9181,7.0,92.0,55.0,0.243,0.301,0.396,0.697,10.0
9182,7.0,96.0,64.0,0.225,0.301,0.374,0.675,5.0
9183,7.0,98.0,62.0,0.267,0.337,0.455,0.792,10.0
9184,6.0,83.0,57.0,0.265,0.331,0.438,0.769,4.0
9185,7.0,114.0,64.0,0.235,0.301,0.38,0.68,5.0
9186,5.0,88.0,58.0,0.24,0.319,0.409,0.728,6.0
9187,7.2,95.0,66.0,0.262,0.317,0.402,0.72,5.0
9188,7.0,93.0,62.0,0.253,0.321,0.423,0.744,4.0
9189,9.0,93.0,65.0,0.252,0.314,0.383,0.697,3.0
9190,3.2,80.0,45.0,0.275,0.343,0.463,0.807,7.0
9191,5.0,96.0,59.0,0.221,0.3,0.356,0.656,1.0
9192,6.1,101.0,76.0,0.258,0.331,0.445,0.777,4.0
9193,6.0,105.0,66.0,0.233,0.313,0.392,0.705,13.0
9194,6.0,94.0,61.0,0.25,0.325,0.423,0.747,6.0
9195,8.0,94.0,62.0,0.241,0.319,0.397,0.716,6.0
9196,7.0,95.0,61.0,0.26,0.321,0.386,0.707,9.0
9197,5.0,98.0,53.0,0.263,0.333,0.423,0.756,6.0
9198,7.0,92.0,61.0,0.258,0.33,0.428,0.758,5.0
9199,6.0,95.0,55.0,0.221,0.297,0.359,0.656,7.0
9200,9.0,104.0,64.0,0.227,0.307,0.374,0.68,5.0
9201,4.0,91.0,53.0,0.266,0.339,0.424,0.763,7.0
9202,8.0,99.0,75.0,0.259,0.331,0.42,0.751,8.0
9203,6.0,90.0,53.0,0.241,0.322,0.427,0.75,12.0
9204,7.0,109.0,71.0,0.274,0.329,0.44,0.768,8.0
9205,7.0,90.0,65.0,0.259,0.338,0.436,0.775,3.0
9206,6.0,95.0,55.0,0.244,0.311,0.404,0.715,9.0
9207,7.0,107.0,64.0,0.232,0.311,0.405,0.716,7.0
9208,7.0,103.0,66.0,0.202,0.25,0.306,0.556,5.0
9209,5.0,85.0,56.0,0.289,0.325,0.421,0.746,9.0
9210,5.1,93.0,62.0,0.241,0.31,0.379,0.688,10.0
9211,5.1,103.0,63.0,0.236,0.305,0.389,0.693,2.0
9212,6.0,87.0,57.0,0.216,0.28,0.346,0.626,6.0
9213,9.0,107.0,72.0,0.23,0.286,0.341,0.628,7.0
9214,6.2,107.0,70.0,0.242,0.305,0.396,0.702,8.0
9215,8.0,104.0,69.0,0.244,0.307,0.401,0.708,11.0
9216,7.0,106.0,65.0,0.248,0.318,0.409,0.727,8.0
9217,7.0,100.0,64.0,0.259,0.313,0.386,0.7,8.0
9218,7.0,103.0,74.0,0.24,0.302,0.396,0.698,6.0
9219,6.1,91.0,59.0,0.251,0.314,0.386,0.7,8.0
9220,7.0,106.0,65.0,0.235,0.317,0.385,0.703,3.0
9221,6.2,102.0,67.0,0.235,0.318,0.389,0.707,7.0
9222,6.0,96.0,56.0,0.232,0.303,0.384,0.687,8.0
9223,8.0,96.0,60.0,0.209,0.272,0.326,0.598,6.0
9224,6.0,107.0,64.0,0.233,0.303,0.396,0.699,3.0
9225,8.0,97.0,61.0,0.259,0.329,0.401,0.73,13.0
9226,6.0,101.0,64.0,0.245,0.327,0.441,0.768,5.0
9227,6.0,91.0,66.0,0.251,0.307,0.379,0.685,7.0
9228,6.0,97.0,64.0,0.246,0.318,0.4,0.717,7.0
9229,6.0,82.0,48.0,0.236,0.299,0.36,0.66,6.0
9230,9.0,114.0,75.0,0.213,0.278,0.328,0.606,5.0
9231,7.0,106.0,76.0,0.245,0.31,0.391,0.702,7.0
9232,7.0,96.0,72.0,0.221,0.289,0.355,0.644,4.0
9233,7.2,105.0,68.0,0.252,0.315,0.365,0.68,7.0
9234,6.0,80.0,50.0,0.226,0.296,0.313,0.609,6.0
9235,6.1,101.0,61.0,0.243,0.304,0.41,0.714,7.0
9236,6.0,97.0,60.0,0.234,0.3,0.347,0.647,2.0
9237,4.1,80.0,50.0,0.259,0.333,0.438,0.77,5.0
9238,3.0,80.0,50.0,0.14,0.286,0.246,0.532,3.0
